artist,date,rank,streams,title
Huncho Jack,2018-01-05,195,187263,Motorcycle Patches
Soleima,2018-01-05,196,186533,Low Life
Michelle Williams,2018-01-05,197,186326,Tightrope
The Weeknd,2018-01-05,198,186019,Die For You
Rita Ora,2018-01-05,199,185116,Anywhere
Halsey,2018-01-05,200,183997,Now Or Never
Post Malone,2018-01-06,1,1405517,rockstar
G-Eazy,2018-01-06,2,1075316,No Limit
Cardi B,2018-01-06,3,1058092,Bartier Cardi (feat. 21 Savage)
Bruno Mars,2018-01-06,4,1051757,Finesse (Remix) [feat. Cardi B]
Post Malone,2018-01-06,5,949734,I Fall Apart
Offset,2018-01-06,6,871302,Ric Flair Drip (& Metro Boomin)
G-Eazy,2018-01-06,7,843043,Him & I (with Halsey)
Kendrick Lamar,2018-01-06,8,832808,All The Stars (with SZA)
Justin Timberlake,2018-01-06,9,805467,Filthy
Camila Cabello,2018-01-06,10,782920,Havana
Lil Pump,2018-01-06,11,763588,Gucci Gang
Kendrick Lamar,2018-01-06,12,735901,LOVE. FEAT. ZACARI.
Kodak Black,2018-01-06,13,733569,Codeine Dreaming (feat. Lil Wayne)
Post Malone,2018-01-06,14,710211,Candy Paint
NF,2018-01-06,15,686146,Let You Down
Lil Uzi Vert,2018-01-06,16,685604,XO TOUR Llif3
Famous Dex,2018-01-06,17,637720,Pick It Up (feat. A$AP Rocky)
21 Savage,2018-01-06,18,636866,Bank Account
Migos,2018-01-06,19,633160,MotorSport
Hailee Steinfeld,2018-01-06,20,629468,"Let Me Go (with Alesso, Florida Georgia Line & watt)"
Eminem,2018-01-06,21,623114,River (feat. Ed Sheeran)
A$AP Ferg,2018-01-06,22,614212,Plain Jane
Selena Gomez,2018-01-06,23,603861,Wolves
Kendrick Lamar,2018-01-06,24,597602,HUMBLE.
Sam Smith,2018-01-06,25,591243,Too Good At Goodbyes
Bebe Rexha,2018-01-06,26,587563,Meant to Be (feat. Florida Georgia Line)
Dua Lipa,2018-01-06,27,583877,New Rules
Post Malone,2018-01-06,28,581732,Congratulations
Ed Sheeran,2018-01-06,29,573772,Perfect
Khalid,2018-01-06,30,566041,Young Dumb & Broke
Miguel,2018-01-06,31,554079,Sky Walker
Cardi B,2018-01-06,32,540616,Bodak Yellow
Marshmello,2018-01-06,33,532744,Silence
Halsey,2018-01-06,34,522128,Bad At Love
Maroon 5,2018-01-06,35,521323,What Lovers Do (feat. SZA)
Logic,2018-01-06,36,520876,1-800-273-8255
Gucci Mane,2018-01-06,37,520329,I Get The Bag (feat. Migos)
Migos,2018-01-06,38,497338,Stir Fry
Lil Xan,2018-01-06,39,496549,Betrayed
Demi Lovato,2018-01-06,40,491032,Tell Me You Love Me
Travis Scott,2018-01-06,41,476961,goosebumps
Camila Cabello,2018-01-06,42,468587,Never Be the Same
Imagine Dragons,2018-01-06,43,464409,Thunder
Travis Scott,2018-01-06,44,459090,Butterfly Effect
Kodak Black,2018-01-06,45,442657,Roll In Peace (feat. XXXTENTACION)
French Montana,2018-01-06,46,438025,Unforgettable
Khalid,2018-01-06,47,436163,Location
Demi Lovato,2018-01-06,48,427246,Sorry Not Sorry
Lil Uzi Vert,2018-01-06,49,417872,The Way Life Goes (feat. Oh Wonder)
Taylor Swift,2018-01-06,50,415824,End Game
NAV,2018-01-06,51,408207,Wanted You (feat. Lil Uzi Vert)
Lil Pump,2018-01-06,52,406959,Designer
Ed Sheeran,2018-01-06,53,388820,Perfect Duet (Ed Sheeran & Beyoncé)
Huncho Jack,2018-01-06,54,388150,Saint
XXXTENTACION,2018-01-06,55,378451,Jocelyn Flores
Migos,2018-01-06,56,373691,Slippery (feat. Gucci Mane)
XXXTENTACION,2018-01-06,57,364630,Fuck Love (feat. Trippie Redd)
Dua Lipa,2018-01-06,58,361442,IDGAF
21 Savage,2018-01-06,59,359584,Ghostface Killers
Charlie Puth,2018-01-06,60,351370,How Long
YBN Nahmir,2018-01-06,61,350790,Rubbin Off The Paint
Ed Sheeran,2018-01-06,62,350302,Shape of You
A Boogie Wit da Hoodie,2018-01-06,63,348925,Drowning (feat. Kodak Black)
6ix9ine,2018-01-06,64,341649,GUMMO
Kendrick Lamar,2018-01-06,65,331627,DNA.
Imagine Dragons,2018-01-06,66,324503,Believer
Portugal. The Man,2018-01-06,67,322218,Feel It Still
Huncho Jack,2018-01-06,68,321158,Dubai Shit
Post Malone,2018-01-06,69,320520,Go Flex
Zac Efron,2018-01-06,70,319585,Rewrite The Stars
Luis Fonsi,2018-01-06,71,318364,Échame La Culpa
Clean Bandit,2018-01-06,72,317780,I Miss You (feat. Julia Michaels)
Big Sean,2018-01-06,73,317133,Go Legend (& Metro Boomin)
