artist,end_date,rank,start_date,streams,title
Alessia Cara,2017-08-11,184,2017-08-04,1110117,"How Far I'll Go - From ""Moana"""
Florida Georgia Line,2017-08-11,185,2017-08-04,1109430,H.O.L.Y.
Josh Turner,2017-08-11,186,2017-08-04,1105870,Hometown Girl
Meek Mill,2017-08-11,187,2017-08-04,1099618,Whatever You Need (feat. Chris Brown & Ty Dolla $ign)
Trey Songz,2017-08-11,188,2017-08-04,1099482,Nobody Else But You
Migos,2017-08-11,189,2017-08-04,1094908,Get Right Witcha
Eminem,2017-08-11,190,2017-08-04,1092524,Lose Yourself - Soundtrack Version
Justin Timberlake,2017-08-11,191,2017-08-04,1088885,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")"
Ed Sheeran,2017-08-11,192,2017-08-04,1088423,Galway Girl
MadeinTYO,2017-08-11,193,2017-08-04,1087206,Skateboard P (feat. Big Sean)
Ugly God,2017-08-11,194,2017-08-04,1082701,Water
Ed Sheeran,2017-08-11,195,2017-08-04,1082414,Perfect
Cole Swindell,2017-08-11,196,2017-08-04,1080507,Flatliner (feat. Dierks Bentley)
Twenty One Pilots,2017-08-11,197,2017-08-04,1079351,Heathens
Linkin Park,2017-08-11,198,2017-08-04,1071931,In The End
Chris Jeday,2017-08-11,199,2017-08-04,1068478,Ahora Dice
Kodak Black,2017-08-11,200,2017-08-04,1062207,Patty Cake
21 Savage,2017-08-18,1,2017-08-11,8174720,Bank Account
French Montana,2017-08-18,2,2017-08-11,7785427,Unforgettable
Lil Uzi Vert,2017-08-18,3,2017-08-11,7630397,XO TOUR Llif3
DJ Khaled,2017-08-18,4,2017-08-11,6971940,Wild Thoughts
Luis Fonsi,2017-08-18,5,2017-08-11,6624185,Despacito - Remix
Kendrick Lamar,2017-08-18,6,2017-08-11,6226986,HUMBLE.
DJ Khaled,2017-08-18,7,2017-08-11,5696920,I'm the One
J Balvin,2017-08-18,8,2017-08-11,5650429,Mi Gente
Demi Lovato,2017-08-18,9,2017-08-11,5292303,Sorry Not Sorry
Post Malone,2017-08-18,10,2017-08-11,5256395,Congratulations
Cardi B,2017-08-18,11,2017-08-11,5226017,Bodak Yellow
Khalid,2017-08-18,12,2017-08-11,5049970,Young Dumb & Broke
Liam Payne,2017-08-18,13,2017-08-11,5011841,Strip That Down
Calvin Harris,2017-08-18,14,2017-08-11,4968755,Feels
Travis Scott,2017-08-18,15,2017-08-11,4917246,Butterfly Effect
Khalid,2017-08-18,16,2017-08-11,4914628,Location
Kesha,2017-08-18,17,2017-08-11,4723951,Praying
Childish Gambino,2017-08-18,18,2017-08-11,4695769,Redbone
Marshmello,2017-08-18,19,2017-08-11,4626716,Silence
Charlie Puth,2017-08-18,20,2017-08-11,4361207,Attention
Logic,2017-08-18,21,2017-08-11,4140975,1-800-273-8255
Imagine Dragons,2017-08-18,22,2017-08-11,4058131,Believer
Portugal. The Man,2017-08-18,23,2017-08-11,4010416,Feel It Still
Playboi Carti,2017-08-18,24,2017-08-11,4010269,Magnolia
Travis Scott,2017-08-18,25,2017-08-11,3970238,goosebumps
SZA,2017-08-18,26,2017-08-11,3956828,Love Galore
Migos,2017-08-18,27,2017-08-11,3882840,Slippery (feat. Gucci Mane)
Kendrick Lamar,2017-08-18,28,2017-08-11,3855926,DNA.
Louis Tomlinson,2017-08-18,29,2017-08-11,3801459,Back to You (feat. Bebe Rexha & Digital Farm Animals)
Sam Hunt,2017-08-18,30,2017-08-11,3760335,Body Like A Back Road
Macklemore,2017-08-18,31,2017-08-11,3727083,Glorious (feat. Skylar Grey)
David Guetta,2017-08-18,32,2017-08-11,3686669,2U (feat. Justin Bieber)
Dua Lipa,2017-08-18,33,2017-08-11,3613818,New Rules
Niall Horan,2017-08-18,34,2017-08-11,3598388,Slow Hands
Selena Gomez,2017-08-18,35,2017-08-11,3586649,Fetish (feat. Gucci Mane)
Imagine Dragons,2017-08-18,36,2017-08-11,3532156,Thunder
Future,2017-08-18,37,2017-08-11,3494771,Mask Off
Calvin Harris,2017-08-18,38,2017-08-11,3402034,Slide
Bruno Mars,2017-08-18,39,2017-08-11,3378141,That's What I Like
Lauv,2017-08-18,40,2017-08-11,3300228,I Like Me Better
Shawn Mendes,2017-08-18,41,2017-08-11,3297704,There's Nothing Holdin' Me Back
Kendrick Lamar,2017-08-18,42,2017-08-11,3289301,LOVE. FEAT. ZACARI.
Kendrick Lamar,2017-08-18,43,2017-08-11,3268875,LOYALTY. FEAT. RIHANNA.
2 Chainz,2017-08-18,44,2017-08-11,3263522,It's A Vibe
Yo Gotti,2017-08-18,45,2017-08-11,3189308,Rake It Up
Rae Sremmurd,2017-08-18,46,2017-08-11,3186548,Perplexing Pegasus
A Boogie Wit da Hoodie,2017-08-18,47,2017-08-11,3173574,Drowning (feat. Kodak Black)
Ed Sheeran,2017-08-18,48,2017-08-11,3168076,Shape of You
Drake,2017-08-18,49,2017-08-11,3042602,Signs
2 Chainz,2017-08-18,50,2017-08-11,2865754,4:00 AM
Camila Cabello,2017-08-18,51,2017-08-11,2836984,Havana
Zedd,2017-08-18,52,2017-08-11,2537793,Stay (with Alessia Cara)
Drake,2017-08-18,53,2017-08-11,2482189,Passionfruit
Halsey,2017-08-18,54,2017-08-11,2477813,Now Or Never
KYLE,2017-08-18,55,2017-08-11,2477108,iSpy (feat. Lil Yachty)
Skrillex,2017-08-18,56,2017-08-11,2421088,Would You Ever
Selena Gomez,2017-08-18,57,2017-08-11,2394511,Bad Liar
Avicii,2017-08-18,58,2017-08-11,2388289,Lonely Together (feat. Rita Ora)
Metro Boomin,2017-08-18,59,2017-08-11,2381708,No Complaints
Calvin Harris,2017-08-18,60,2017-08-11,2295036,Rollin
Hailee Steinfeld,2017-08-18,61,2017-08-11,2251534,Most Girls
Axwell /\ Ingrosso,2017-08-18,62,2017-08-11,2188562,More Than You Know
The Chainsmokers,2017-08-18,63,2017-08-11,2184255,Something Just Like This
OneRepublic,2017-08-18,64,2017-08-11,2119094,Rich Love (with Seeb)
Big Sean,2017-08-18,65,2017-08-11,2111877,Bounce Back
Migos,2017-08-18,66,2017-08-11,2088214,Bad and Boujee (feat. Lil Uzi Vert)
Thomas Rhett,2017-08-18,67,2017-08-11,2040444,Unforgettable
James Arthur,2017-08-18,68,2017-08-11,2036303,Say You Won't Let Go
Kodak Black,2017-08-18,69,2017-08-11,2024498,Tunnel Vision
Avicii,2017-08-18,70,2017-08-11,2016784,Without You (feat. Sandro Cavazza)
Camila Cabello,2017-08-18,71,2017-08-11,2012349,OMG
The Chainsmokers,2017-08-18,72,2017-08-11,2003552,Closer
blackbear,2017-08-18,73,2017-08-11,1992250,do re mi
Martin Garrix,2017-08-18,74,2017-08-11,1981093,There for You
blackbear,2017-08-18,75,2017-08-11,1960457,do re mi (feat. Gucci Mane)
Playboi Carti,2017-08-18,76,2017-08-11,1942038,wokeuplikethis*
Julia Michaels,2017-08-18,77,2017-08-11,1940632,Issues
Macklemore,2017-08-18,78,2017-08-11,1937558,Marmalade (feat. Lil Yachty)
Luis Fonsi,2017-08-18,79,2017-08-11,1926922,Despacito (Featuring Daddy Yankee)
6LACK,2017-08-18,80,2017-08-11,1926349,Ex Calling
Jonas Blue,2017-08-18,81,2017-08-11,1898884,Mama
21 Savage,2017-08-18,82,2017-08-11,1888992,Numb
Rae Sremmurd,2017-08-18,83,2017-08-11,1887926,Swang
Migos,2017-08-18,84,2017-08-11,1886770,T-Shirt
Drake,2017-08-18,85,2017-08-11,1885837,Portland
Cheat Codes,2017-08-18,86,2017-08-11,1852225,No Promises (feat. Demi Lovato)
DRAM,2017-08-18,87,2017-08-11,1834994,Broccoli (feat. Lil Yachty)
Aminé,2017-08-18,88,2017-08-11,1827640,Caroline
Kygo,2017-08-18,89,2017-08-11,1776355,It Ain't Me (with Selena Gomez)
Dustin Lynch,2017-08-18,90,2017-08-11,1767240,Small Town Boy
Kane Brown,2017-08-18,91,2017-08-11,1740401,What Ifs
Drake,2017-08-18,92,2017-08-11,1736485,Fake Love
The Weeknd,2017-08-18,93,2017-08-11,1735814,Starboy
Fifth Harmony,2017-08-18,94,2017-08-11,1735485,Down
Kendrick Lamar,2017-08-18,95,2017-08-11,1733936,ELEMENT.
Rita Ora,2017-08-18,96,2017-08-11,1732990,Your Song
Jason Derulo,2017-08-18,97,2017-08-11,1732897,Swalla (feat. Nicki Minaj & Ty Dolla $ign)
Maluma,2017-08-18,98,2017-08-11,1718433,Felices los 4
XXXTENTACION,2017-08-18,99,2017-08-11,1688869,Look At Me!
Major Lazer,2017-08-18,100,2017-08-11,1651712,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)"
YFN Lucci,2017-08-18,101,2017-08-11,1648606,Everyday We Lit (feat. PnB Rock)
Young Thug,2017-08-18,102,2017-08-11,1641711,Relationship (feat. Future)
Tee Grizzley,2017-08-18,103,2017-08-11,1638768,First Day Out
Post Malone,2017-08-18,104,2017-08-11,1637886,Go Flex
Young Thug,2017-08-18,105,2017-08-11,1632755,pick up the phone
Post Malone,2017-08-18,106,2017-08-11,1632361,White Iverson
Luke Combs,2017-08-18,107,2017-08-11,1622607,Hurricane
Kesha,2017-08-18,108,2017-08-11,1621509,Learn To Let Go
P!nk,2017-08-18,109,2017-08-11,1592013,What About Us
Travis Scott,2017-08-18,110,2017-08-11,1580560,beibs in the trap
Gucci Mane,2017-08-18,111,2017-08-11,1577580,Met Gala (feat. Offset)
Chance The Rapper,2017-08-18,112,2017-08-11,1572291,No Problem (feat. Lil Wayne & 2 Chainz)
Russ,2017-08-18,113,2017-08-11,1553631,Losin Control
SZA,2017-08-18,114,2017-08-11,1544741,The Weekend
Sabrina Carpenter,2017-08-18,115,2017-08-11,1540018,Why
Kesha,2017-08-18,116,2017-08-11,1538509,Hymn
The Weeknd,2017-08-18,117,2017-08-11,1532642,Reminder - Remix
Ayo & Teo,2017-08-18,118,2017-08-11,1530120,Rolex
Lil Uzi Vert,2017-08-18,119,2017-08-11,1526873,Money Longer
Miley Cyrus,2017-08-18,120,2017-08-11,1516976,Malibu
6LACK,2017-08-18,121,2017-08-11,1509862,PRBLMS
Drake,2017-08-18,122,2017-08-11,1496577,One Dance
21 Savage,2017-08-18,123,2017-08-11,1494923,X (feat. Future)
J. Cole,2017-08-18,124,2017-08-11,1487483,No Role Modelz
Post Malone,2017-08-18,125,2017-08-11,1482236,Candy Paint
Thomas Rhett,2017-08-18,126,2017-08-11,1474402,Craving You
Kesha,2017-08-18,127,2017-08-11,1467381,Woman
Jon Pardi,2017-08-18,128,2017-08-11,1466242,Heartache On The Dance Floor
ZAYN,2017-08-18,129,2017-08-11,1465434,"I Don?�t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
"Tyler, The Creator",2017-08-18,130,2017-08-11,1432427,Who Dat Boy
Wisin,2017-08-18,131,2017-08-11,1431732,Escápate Conmigo
Drake,2017-08-18,132,2017-08-11,1414377,Gyalchester
Zedd,2017-08-18,133,2017-08-11,1400682,Get Low (with Liam Payne)
Russ,2017-08-18,134,2017-08-11,1398240,What They Want
A$AP Mob,2017-08-18,135,2017-08-11,1395840,RAF
J. Cole,2017-08-18,136,2017-08-11,1390917,Neighbors
Khalid,2017-08-18,137,2017-08-11,1383637,Saved
Brett Young,2017-08-18,138,2017-08-11,1381706,In Case You Didn't Know
Smokepurpp,2017-08-18,139,2017-08-11,1380239,Audi.
Cash Cash,2017-08-18,140,2017-08-11,1374376,All My Love (feat. Conor Maynard)
LANY,2017-08-18,141,2017-08-11,1369663,Super Far
NAV,2017-08-18,142,2017-08-11,1354965,Myself
Gucci Mane,2017-08-18,143,2017-08-11,1337878,Tone it Down (feat. Chris Brown)
Lil Uzi Vert,2017-08-18,144,2017-08-11,1324153,You Was Right
Moon Taxi,2017-08-18,145,2017-08-11,1320987,Two High
Bruno Mars,2017-08-18,146,2017-08-11,1315723,24K Magic
Khalid,2017-08-18,147,2017-08-11,1313174,8TEEN
The Weeknd,2017-08-18,148,2017-08-11,1308029,I Feel It Coming
Ed Sheeran,2017-08-18,149,2017-08-11,1299119,Castle on the Hill
Wiz Khalifa,2017-08-18,150,2017-08-11,1294368,Something New (feat. Ty Dolla $ign)
Gucci Mane,2017-08-18,151,2017-08-11,1292429,Dance With The Devil
PnB Rock,2017-08-18,152,2017-08-11,1276536,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)"
Hailee Steinfeld,2017-08-18,153,2017-08-11,1274914,Starving
Future,2017-08-18,154,2017-08-11,1264662,Low Life
The Chainsmokers,2017-08-18,155,2017-08-11,1261481,Paris
The Weeknd,2017-08-18,156,2017-08-11,1254867,Reminder
GoldLink,2017-08-18,157,2017-08-11,1254428,Crew
Old Dominion,2017-08-18,158,2017-08-11,1252334,No Such Thing as a Broken Heart
Rae Sremmurd,2017-08-18,159,2017-08-11,1240226,Black Beatles
Lord Huron,2017-08-18,160,2017-08-11,1239329,The Night We Met
Bryson Tiller,2017-08-18,161,2017-08-11,1236450,Exchange
Bryson Tiller,2017-08-18,162,2017-08-11,1232440,Don't
Bryson Tiller,2017-08-18,163,2017-08-11,1227144,Run Me Dry
Tay-K,2017-08-18,164,2017-08-11,1220537,The Race
Tee Grizzley,2017-08-18,165,2017-08-11,1215209,From The D To The A (feat. Lil Yachty)
The Chainsmokers,2017-08-18,166,2017-08-11,1205586,Don't Let Me Down
Kesha,2017-08-18,167,2017-08-11,1202702,Let 'Em Talk
Eminem,2017-08-18,168,2017-08-11,1199823,'Till I Collapse
"Tyler, The Creator",2017-08-18,169,2017-08-11,1198136,See You Again
Billy Currington,2017-08-18,170,2017-08-11,1197482,Do I Make You Wanna
NAV,2017-08-18,171,2017-08-11,1195443,Some Way
Maggie Lindemann,2017-08-18,172,2017-08-11,1194391,Pretty Girl - Cheat Codes X CADE Remix
Harry Styles,2017-08-18,173,2017-08-11,1178457,Sign of the Times
Clean Bandit,2017-08-18,174,2017-08-11,1176560,Symphony (feat. Zara Larsson)
Camila Cabello,2017-08-18,175,2017-08-11,1169366,Crying in the Club
21 Savage,2017-08-18,176,2017-08-11,1165794,No Heart
Kesha,2017-08-18,177,2017-08-11,1158172,Rainbow
Fifth Harmony,2017-08-18,178,2017-08-11,1157188,Angel
Kodak Black,2017-08-18,179,2017-08-11,1156574,Patty Cake
Kodak Black,2017-08-18,180,2017-08-11,1154461,No Flockin
Big Sean,2017-08-18,181,2017-08-11,1154320,Moves
Logic,2017-08-18,182,2017-08-11,1145399,Everybody
Danny Ocean,2017-08-18,183,2017-08-11,1145208,Me Rehúso
"Tyler, The Creator",2017-08-18,184,2017-08-11,1140181,911 / Mr. Lonely
Rob $tone,2017-08-18,185,2017-08-11,1139738,Chill Bill
NexXthursday,2017-08-18,186,2017-08-11,1123414,Sway (feat. Quavo & Lil Yachty)
Rihanna,2017-08-18,187,2017-08-11,1118166,Love On The Brain
Nebu Kiniza,2017-08-18,188,2017-08-11,1118075,Gassed Up
Ed Sheeran,2017-08-18,189,2017-08-11,1106449,Galway Girl
AJR,2017-08-18,190,2017-08-11,1105209,Weak
Ed Sheeran,2017-08-18,191,2017-08-11,1104893,Perfect
PnB Rock,2017-08-18,192,2017-08-11,1104322,Selfish
NAV,2017-08-18,193,2017-08-11,1104043,Up
Luke Combs,2017-08-18,194,2017-08-11,1101646,When It Rains It Pours
Migos,2017-08-18,195,2017-08-11,1098650,Get Right Witcha
Eminem,2017-08-18,196,2017-08-11,1095141,Lose Yourself - Soundtrack Version
Josh Turner,2017-08-18,197,2017-08-11,1093065,Hometown Girl
J. Cole,2017-08-18,198,2017-08-11,1084895,Immortal
Florida Georgia Line,2017-08-18,199,2017-08-11,1081046,H.O.L.Y.
Trey Songz,2017-08-18,200,2017-08-11,1079990,Nobody Else But You
21 Savage,2017-08-25,1,2017-08-18,8301827,Bank Account
French Montana,2017-08-25,2,2017-08-18,7576557,Unforgettable
Lil Uzi Vert,2017-08-25,3,2017-08-18,7485131,XO TOUR Llif3
Justin Bieber,2017-08-25,4,2017-08-18,6659321,Friends (with BloodPop®)
Cardi B,2017-08-25,5,2017-08-18,6513115,Bodak Yellow
DJ Khaled,2017-08-25,6,2017-08-18,6389498,Wild Thoughts
Luis Fonsi,2017-08-25,7,2017-08-18,6043987,Despacito - Remix
Kendrick Lamar,2017-08-25,8,2017-08-18,6017924,HUMBLE.
Demi Lovato,2017-08-25,9,2017-08-18,5765110,Sorry Not Sorry
Khalid,2017-08-25,10,2017-08-18,5597303,Young Dumb & Broke
J Balvin,2017-08-25,11,2017-08-18,5552505,Mi Gente
Marshmello,2017-08-25,12,2017-08-18,5276220,Silence
DJ Khaled,2017-08-25,13,2017-08-18,5237680,I'm the One
Travis Scott,2017-08-25,14,2017-08-18,5224118,Butterfly Effect
Post Malone,2017-08-25,15,2017-08-18,5185408,Congratulations
Logic,2017-08-25,16,2017-08-18,5115286,1-800-273-8255
Calvin Harris,2017-08-25,17,2017-08-18,4927435,Feels
Liam Payne,2017-08-25,18,2017-08-18,4844877,Strip That Down
Khalid,2017-08-25,19,2017-08-18,4470437,Location
Portugal. The Man,2017-08-25,20,2017-08-18,4399374,Feel It Still
Charlie Puth,2017-08-25,21,2017-08-18,4236220,Attention
Camila Cabello,2017-08-25,22,2017-08-18,4172544,Havana
Kesha,2017-08-25,23,2017-08-18,4098050,Praying
SZA,2017-08-25,24,2017-08-18,4066925,Love Galore
Migos,2017-08-25,25,2017-08-18,4032481,Slippery (feat. Gucci Mane)
Childish Gambino,2017-08-25,26,2017-08-18,4002733,Redbone
Dua Lipa,2017-08-25,27,2017-08-18,3992920,New Rules
Louis Tomlinson,2017-08-25,28,2017-08-18,3964157,Back to You (feat. Bebe Rexha & Digital Farm Animals)
Playboi Carti,2017-08-25,29,2017-08-18,3917163,Magnolia
Imagine Dragons,2017-08-25,30,2017-08-18,3849744,Believer
Travis Scott,2017-08-25,31,2017-08-18,3848449,goosebumps
Kendrick Lamar,2017-08-25,32,2017-08-18,3810500,DNA.
Yo Gotti,2017-08-25,33,2017-08-18,3651445,Rake It Up
Macklemore,2017-08-25,34,2017-08-18,3642746,Glorious (feat. Skylar Grey)
Gucci Mane,2017-08-25,35,2017-08-18,3592899,I Get The Bag (feat. Migos)
Sam Hunt,2017-08-25,36,2017-08-18,3559469,Body Like A Back Road
Niall Horan,2017-08-25,37,2017-08-18,3517011,Slow Hands
Imagine Dragons,2017-08-25,38,2017-08-18,3463243,Thunder
Lauv,2017-08-25,39,2017-08-18,3446024,I Like Me Better
David Guetta,2017-08-25,40,2017-08-18,3383742,2U (feat. Justin Bieber)
Future,2017-08-25,41,2017-08-18,3371962,Mask Off
Selena Gomez,2017-08-25,42,2017-08-18,3349387,Fetish (feat. Gucci Mane)
2 Chainz,2017-08-25,43,2017-08-18,3332290,It's A Vibe
Shawn Mendes,2017-08-25,44,2017-08-18,3292079,There's Nothing Holdin' Me Back
Kendrick Lamar,2017-08-25,45,2017-08-18,3240538,LOYALTY. FEAT. RIHANNA.
A Boogie Wit da Hoodie,2017-08-25,46,2017-08-18,3201716,Drowning (feat. Kodak Black)
Bruno Mars,2017-08-25,47,2017-08-18,3190198,That's What I Like
Rae Sremmurd,2017-08-25,48,2017-08-18,3173299,Perplexing Pegasus
Kendrick Lamar,2017-08-25,49,2017-08-18,3169821,LOVE. FEAT. ZACARI.
Ed Sheeran,2017-08-25,50,2017-08-18,3058291,Shape of You
Calvin Harris,2017-08-25,51,2017-08-18,2826887,Slide
Skrillex,2017-08-25,52,2017-08-18,2693488,Would You Ever
2 Chainz,2017-08-25,53,2017-08-18,2660105,4:00 AM
Avicii,2017-08-25,54,2017-08-18,2600029,Lonely Together (feat. Rita Ora)
Drake,2017-08-25,55,2017-08-18,2549049,Signs
Kodak Black,2017-08-25,56,2017-08-18,2494133,Roll In Peace (feat. XXXTENTACION)
KYLE,2017-08-25,57,2017-08-18,2420067,iSpy (feat. Lil Yachty)
Thomas Rhett,2017-08-25,58,2017-08-18,2410441,Unforgettable
Zedd,2017-08-25,59,2017-08-18,2345171,Stay (with Alessia Cara)
Drake,2017-08-25,60,2017-08-18,2318021,Passionfruit
Metro Boomin,2017-08-25,61,2017-08-18,2297746,No Complaints
Avicii,2017-08-25,62,2017-08-18,2216483,Without You (feat. Sandro Cavazza)
Camila Cabello,2017-08-25,63,2017-08-18,2198635,OMG
Migos,2017-08-25,64,2017-08-18,2150692,Bad and Boujee (feat. Lil Uzi Vert)
Hailee Steinfeld,2017-08-25,65,2017-08-18,2144627,Most Girls
Big Sean,2017-08-25,66,2017-08-18,2138486,Bounce Back
Axwell /\ Ingrosso,2017-08-25,67,2017-08-18,2135376,More Than You Know
The Chainsmokers,2017-08-25,68,2017-08-18,2115562,Something Just Like This
OneRepublic,2017-08-25,69,2017-08-18,2106992,Rich Love (with Seeb)
blackbear,2017-08-25,70,2017-08-18,2095472,do re mi (feat. Gucci Mane)
Halsey,2017-08-25,71,2017-08-18,2089183,Now Or Never
Migos,2017-08-25,72,2017-08-18,2031221,T-Shirt
James Arthur,2017-08-25,73,2017-08-18,2014931,Say You Won't Let Go
Macklemore,2017-08-25,74,2017-08-18,2005740,Marmalade (feat. Lil Yachty)
Kodak Black,2017-08-25,75,2017-08-18,2000490,Tunnel Vision
The Chainsmokers,2017-08-25,76,2017-08-18,1976740,Closer
Martin Garrix,2017-08-25,77,2017-08-18,1973454,There for You
blackbear,2017-08-25,78,2017-08-18,1966202,do re mi
Calvin Harris,2017-08-25,79,2017-08-18,1954462,Rollin
Chris Brown,2017-08-25,80,2017-08-18,1923111,Questions
Julia Michaels,2017-08-25,81,2017-08-18,1910193,Issues
Cheat Codes,2017-08-25,82,2017-08-18,1905668,No Promises (feat. Demi Lovato)
Rae Sremmurd,2017-08-25,83,2017-08-18,1886011,Swang
Jonas Blue,2017-08-25,84,2017-08-18,1884322,Mama
Kane Brown,2017-08-25,85,2017-08-18,1872693,What Ifs
Luis Fonsi,2017-08-25,86,2017-08-18,1832447,Despacito (Featuring Daddy Yankee)
Aminé,2017-08-25,87,2017-08-18,1824888,Caroline
Playboi Carti,2017-08-25,88,2017-08-18,1806416,wokeuplikethis*
Drake,2017-08-25,89,2017-08-18,1801196,Portland
Dustin Lynch,2017-08-25,90,2017-08-18,1797121,Small Town Boy
DRAM,2017-08-25,91,2017-08-18,1785154,Broccoli (feat. Lil Yachty)
Selena Gomez,2017-08-25,92,2017-08-18,1773857,Bad Liar
Tay-K,2017-08-25,93,2017-08-18,1768895,The Race
21 Savage,2017-08-25,94,2017-08-18,1750943,Numb
Drake,2017-08-25,95,2017-08-18,1739264,Fake Love
Young Thug,2017-08-25,96,2017-08-18,1735465,Relationship (feat. Future)
The Weeknd,2017-08-25,97,2017-08-18,1725656,Starboy
Kygo,2017-08-25,98,2017-08-18,1724164,It Ain't Me (with Selena Gomez)
Maluma,2017-08-25,99,2017-08-18,1717668,Felices los 4
XXXTENTACION,2017-08-25,100,2017-08-18,1697883,Look At Me!
6LACK,2017-08-25,101,2017-08-18,1694649,Ex Calling
YFN Lucci,2017-08-25,102,2017-08-18,1688882,Everyday We Lit (feat. PnB Rock)
Jason Derulo,2017-08-25,103,2017-08-18,1685878,Swalla (feat. Nicki Minaj & Ty Dolla $ign)
Post Malone,2017-08-25,104,2017-08-18,1685525,Go Flex
Kendrick Lamar,2017-08-25,105,2017-08-18,1673587,ELEMENT.
Post Malone,2017-08-25,106,2017-08-18,1670186,White Iverson
Rita Ora,2017-08-25,107,2017-08-18,1664302,Your Song
Luke Combs,2017-08-25,108,2017-08-18,1646941,Hurricane
P!nk,2017-08-25,109,2017-08-18,1641901,What About Us
Lil Uzi Vert,2017-08-25,110,2017-08-18,1629407,Money Longer
Fifth Harmony,2017-08-25,111,2017-08-18,1615558,Down
SZA,2017-08-25,112,2017-08-18,1613064,The Weekend
Tee Grizzley,2017-08-25,113,2017-08-18,1610057,First Day Out
Young Thug,2017-08-25,114,2017-08-18,1594347,pick up the phone
Travis Scott,2017-08-25,115,2017-08-18,1593853,beibs in the trap
Sabrina Carpenter,2017-08-25,116,2017-08-18,1579719,Why
Chance The Rapper,2017-08-25,117,2017-08-18,1567472,No Problem (feat. Lil Wayne & 2 Chainz)
Post Malone,2017-08-25,118,2017-08-18,1541298,Candy Paint
Russ,2017-08-25,119,2017-08-18,1537558,Losin Control
21 Savage,2017-08-25,120,2017-08-18,1518243,X (feat. Future)
6LACK,2017-08-25,121,2017-08-18,1512583,PRBLMS
J. Cole,2017-08-25,122,2017-08-18,1498342,No Role Modelz
Jon Pardi,2017-08-25,123,2017-08-18,1496536,Heartache On The Dance Floor
Drake,2017-08-25,124,2017-08-18,1487172,One Dance
Major Lazer,2017-08-25,125,2017-08-18,1485332,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)"
Thomas Rhett,2017-08-25,126,2017-08-18,1470546,Craving You
